Exporter,Importer,cross,Year,Quantity_mt ,Value_usd ,Unnamed: 6,Import trade _metric Tons,Import trade _Values _USD ,country1,country2,longitude1,latitude1,longitude2,latitude2,trade_scaled,normal_trade
48,42,SWZ_NAM,2016,0,0,,2,2,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,2.579859552445965e-06,71263.09438600732
48,42,SWZ_NAM,2017,0,0,,2,11,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,2.579859552445965e-06,77817.65184635262
48,42,SWZ_NAM,2018,0,0,,23,91,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,2.9668384853128594e-05,69302.089234946
48,42,SWZ_NAM,2019,0,0,,18,68,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,2.3218735972013683e-05,90030.7330185235
48,42,SWZ_NAM,2020,0,0,,6,31,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,7.739578657337894e-06,40035.89441942678
48,42,SWZ_NAM,2021,0,0,,9,44,SWZ,NAM,31.39525590206532,-26.48985528852001,17.156168126194093,-22.099776931731068,1.1609367986006841e-05,77897.73997484568
48,47,SWZ_MUS,2018,0,0,,0,3,SWZ,MUS,31.39525590206532,-26.48985528852001,57.5522,-20.3484,0.0,111373.59487392189
49,23,DJI_SOM,2009,0,0,,1,42,DJI,SOM,42.4980197360445,11.773044395533926,45.72670076723565,4.752347756504953,1.2899297762229824e-06,67929.34101431113
49,43,DJI_GAB,2009,0,0,,0,1,DJI,GAB,42.4980197360445,11.773044395533926,11.687751174902044,-0.6470481398040288,0.0,67246.38951409794
50,4,COM_TZA,2003,0,2,,0,0,COM,TZA,,,34.75298985475595,-6.257732428506092,0.0,74130.73201911064
50,4,COM_TZA,2004,0,1,,0,0,COM,TZA,,,34.75298985475595,-6.257732428506092,0.0,111835.8923938947
50,4,COM_TZA,2008,0,0,,3,3,COM,TZA,,,34.75298985475595,-6.257732428506092,3.869789328668947e-06,83859.12640120844
50,4,COM_TZA,2009,0,0,,1,1,COM,TZA,,,34.75298985475595,-6.257732428506092,1.2899297762229824e-06,39450.824731848275
50,4,COM_TZA,2011,0,0,,1,1,COM,TZA,,,34.75298985475595,-6.257732428506092,1.2899297762229824e-06,57747.31388637755
50,4,COM_TZA,2013,0,0,,0,1,COM,TZA,,,34.75298985475595,-6.257732428506092,0.0,72154.42875363107
50,4,COM_TZA,2017,0,0,,4,1,COM,TZA,,,34.75298985475595,-6.257732428506092,5.15971910489193e-06,99134.66591552988
50,4,COM_TZA,2019,0,0,,1,1,COM,TZA,,,34.75298985475595,-6.257732428506092,1.2899297762229824e-06,69976.73220471879
50,4,COM_TZA,2021,0,0,,4,2,COM,TZA,,,34.75298985475595,-6.257732428506092,5.15971910489193e-06,50041.37399061407
50,5,COM_ZAF,2018,0,0,,28,29,COM,ZAF,,,25.048013879861678,-28.947033259979115,3.611803373424351e-05,85278.25714826176
50,5,COM_ZAF,2020,0,0,,28,32,COM,ZAF,,,25.048013879861678,-28.947033259979115,3.611803373424351e-05,81138.5017400946
50,14,COM_MDG,2003,0,0,,18,4,COM,MDG,,,46.69117091471639,-19.356114077828778,2.3218735972013683e-05,72818.02046346986
50,14,COM_MDG,2004,0,0,,1,8,COM,MDG,,,46.69117091471639,-19.356114077828778,1.2899297762229824e-06,69467.58150687665
50,14,COM_MDG,2005,0,0,,2,11,COM,MDG,,,46.69117091471639,-19.356114077828778,2.579859552445965e-06,83406.5375402906
50,14,COM_MDG,2007,0,0,,8,4,COM,MDG,,,46.69117091471639,-19.356114077828778,1.031943820978386e-05,58590.007069322055
50,14,COM_MDG,2008,0,0,,99,100,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00012770304784607525,83753.60615451724
50,14,COM_MDG,2009,0,0,,108,118,COM,MDG,,,46.69117091471639,-19.356114077828778,0.0001393124158320821,35818.43691357359
50,14,COM_MDG,2010,0,0,,127,115,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00016382108158031876,88443.52992628173
50,14,COM_MDG,2011,0,0,,159,135,COM,MDG,,,46.69117091471639,-19.356114077828778,0.0002050988344194542,57591.11559034597
50,14,COM_MDG,2012,1,1,,177,158,COM,MDG,,,46.69117091471639,-19.356114077828778,0.00022831757039146788,75842.49206652801
50,14,COM_MDG,2013,0,0,,2,94,COM,MDG,,,46.69117091471639,-19.356114077828778,2.579859552445965e-06,72318.6613095458
